"first","last","seasons","games","AB","runs","hits","doubles","triples","HR","RBI","BB","SO","BA","OBP","SP","AP","BR","ABRuns","Runs.Created","SB","CS","Stolen.Base.Runs","Fielding.Average","Fielding.Runs","Primary.Position.Played","Total.Player.Rating","Hall.Fame.Membership"
"BUCKY","HARRIS",12,1263,4736,722,1297,224,64,9,506,472,283,0.274,0.352,0.354,86,-104,-82,623,71,133,NA,0.965,43,"2",-1.4,"not a member"
"JIM-RAY","HART",12,1125,3783,518,1052,148,29,170,578,380,504,0.278,0.348,0.467,128,139,138,592,75,44,26,0.929,-76,"3",3.8,"not a member"
"GROVER","HARTLEY",14,569,1319,135,353,60,11,3,144,127,715,0.268,0.339,0.337,89,-15,-17,167,178,2,NA,0.968,-18,"C",-0.6,"not a member"
"GABBY","HARTNETT",20,1990,6432,867,1912,396,64,236,1179,703,589,0.297,0.37,0.489,126,241,234,1173,172,110,NA,0.984,74,"C",40.1,"selected by members"
"TOPSY","HARTSEL",14,1356,4848,826,1336,182,92,31,341,837,NA,0.276,0.383,0.37,128,217,203,815,148,NA,NA,0.956,-53,"O",8.4,"not a member"
"ROY","HARTZELL",11,1290,4548,503,1146,112,55,12,397,455,56,0.252,0.327,0.309,93,-32,-30,518,89,82,NA,0.959,-32,"O",-9.9,"not a member"
"RON","HASSEY",14,1192,3440,348,914,172,7,71,438,385,347,0.266,0.343,0.382,100,6,8,453,44,4,13,0.993,9,"C",5.6,"not a member"
"MICKEY","HATCHER",12,1130,3377,348,946,172,20,38,375,164,222,0.28,0.316,0.377,89,-46,-56,378,15,40,27,0.983,21,"O",-6.8,"not a member"
"GRADY","HATTON",12,1312,4206,562,1068,166,33,91,533,646,395,0.254,0.355,0.374,96,-4,-10,604,246,131,NA,0.956,-60,"3",-6.8,"not a member"
"FRANKIE","HAYES",14,1364,4493,545,1164,213,32,119,628,564,543,0.259,0.343,0.4,100,-13,1,640,184,54,22,0.977,-106,"C",-2.6,"not a member"
"JACKIE","HAYES",14,1091,4040,494,1069,196,33,20,493,309,217,0.265,0.318,0.344,70,-184,-183,456,207,68,29,0.976,52,"2",-7.7,"not a member"
"VON","HAYES",12,1495,5249,767,1402,282,36,143,696,712,646,0.267,0.357,0.416,113,111,105,814,153,138,42,0.983,-4,"O",6.4,"not a member"
"RAY","HAYWORTH",15,699,2062,220,546,92,16,5,238,198,168,0.265,0.331,0.332,71,-84,-89,237,107,99,NA,0.987,20,"C",-3.1,"not a member"
"JEFF","HEATH",14,1383,4937,777,1447,279,102,194,887,593,571,0.293,0.37,0.509,140,235,254,964,284,85,NA,0.972,-20,"O",15.7,"not a member"
"MIKE","HEATH",14,1325,4212,462,1061,173,27,86,469,278,536,0.252,0.302,0.367,87,-97,-75,443,278,78,29,0.981,-46,"C",-8.3,"not a member"
"CLIFF","HEATHCOTE",15,1415,4443,653,1222,206,55,42,448,367,298,0.275,0.333,0.375,92,-55,-50,563,99,116,NA,0.971,43,"O",-9.5,"not a member"
"RICHIE","HEBNER",18,1908,6144,865,1694,273,57,203,890,687,612,0.276,0.356,0.438,120,161,163,972,226,78,6,0.946,-83,"3",3.6,"not a member"
"DANNY","HEEP",13,883,1961,208,503,96,6,30,229,220,218,0.257,0.334,0.357,95,-15,-11,233,24,37,26,0.986,-33,"O",-7,"not a member"
"DON","HEFFNER",11,743,2526,275,610,99,19,6,248,270,197,0.241,0.317,0.303,61,-139,-141,254,86,61,3,0.973,-13,"2",-11.8,"not a member"
"JIM","HEGAN",17,1666,4772,550,1087,187,46,92,525,456,613,0.228,0.296,0.344,74,-199,-187,491,54,59,3,0.99,149,"C",2.7,"not a member"
"MIKE","HEGAN",12,965,2080,281,504,73,18,53,229,311,443,0.242,0.343,0.371,103,12,15,285,172,56,25,0.995,11,"1",-1.4,"not a member"
"HARRY","HEILMANN",17,2148,7787,1291,2660,542,151,183,1539,856,489,0.342,0.41,0.52,148,517,527,1690,17,104,NA,0.962,-48,"O",31.9,"Select by writers"
"BOB","HEISE",11,499,1144,104,283,43,3,1,86,47,630,0.247,0.281,0.293,63,-55,-56,92,183,110,22,0.945,23,"S",-1.8,"not a member"
"WOODIE","HELD",14,1390,4019,524,963,150,22,179,559,508,709,0.24,0.333,0.421,109,38,47,578,44,14,13,0.96,-56,"S",2.3,"not a member"
"TOMMY","HELMS",14,1435,4997,414,1342,223,21,34,477,231,275,0.269,0.303,0.342,79,-132,-145,491,202,78,7,0.983,11,"2",-7.1,"not a member"
"CHARLIE","HEMPHILL",11,1242,4541,580,1230,117,68,22,421,435,NA,0.271,0.337,0.341,106,31,38,613,116,NA,NA,0.944,-29,"O",-5,"not a member"
"ROLLIE","HEMSLEY",19,1593,5047,562,1321,257,72,31,555,357,360,0.262,0.311,0.36,74,-196,-204,571,178,48,NA,0.978,90,"C",-2.7,"not a member"
"SOLLY","HEMUS",11,961,2694,459,736,137,41,51,263,456,224,0.273,0.39,0.411,115,74,75,472,118,48,NA,0.962,-38,"S",7.9,"not a member"
"KEN","HENDERSON",16,1444,4553,595,1168,216,26,122,576,589,626,0.257,0.346,0.396,106,53,45,634,330,80,33,0.977,11,"O",0.3,"not a member"
"STEVE","HENDERSON",12,1085,3484,459,976,162,49,68,428,386,576,0.28,0.354,0.413,113,58,65,497,322,97,4,0.968,-14,"O",0.7,"not a member"
"GEORGE","HENDRICK",18,2048,7129,941,1980,343,27,267,1111,567,11,0.278,0.333,0.446,117,134,143,1015,291,85,4,0.985,-25,"O",3.2,"not a member"
"HARVEY","HENDRICK",11,922,2910,434,896,157,46,48,413,239,219,0.308,0.364,0.443,113,46,52,473,318,2,NA,0.986,-32,"1",-1.9,"not a member"
"ELLIE","HENDRICKS",12,711,1888,205,415,66,7,62,230,229,292,0.22,0.308,0.361,90,-26,-24,218,3,88,22,0.99,-17,"C",-2,"not a member"
"BUTCH","HENLINE",11,740,2101,258,611,96,21,40,268,192,129,0.291,0.361,0.414,96,10,-12,324,86,4,NA,0.971,-20,"C",-0.1,"not a member"
"TOMMY","HENRICH",11,1284,4603,901,1297,269,73,183,795,712,351,0.282,0.382,0.491,132,203,209,922,223,51,1,0.981,-7,"O",14.2,"not a member"
"BABE","HERMAN",13,1552,5603,882,1818,399,110,181,997,520,491,0.324,0.383,0.532,141,304,318,1143,342,2,NA,0.961,-55,"O",16.7,"not a member"
"BILLY","HERMAN",15,1922,7707,1163,2345,486,82,47,839,737,392,0.304,0.367,0.407,112,151,141,1173,304,NA,NA,0.967,71,"2",32,"selected by members"
"KEITH","HERNANDEZ",17,2088,7370,1124,2182,426,60,162,1071,1070,10,0.296,0.388,0.436,129,310,319,1282,346,103,29,0.994,149,"1",34.1,"not a member"
"LARRY","HERNDON",14,1537,4877,605,1334,186,76,107,550,353,641,0.274,0.325,0.409,103,1,12,624,339,96,28,0.972,-8,"O",-4.8,"not a member"
"TOM","HERR",13,1514,5349,676,1450,254,41,28,574,627,513,0.271,0.35,0.35,95,-17,-19,694,95,104,42,0.989,-94,"2",-3.8,"not a member"
"ED","HERRMANN",11,922,2729,247,654,92,4,80,320,260,333,0.24,0.312,0.364,91,-33,-35,308,293,121,22,0.987,29,"C",2.2,"not a member"
"MIKE","HERSHBERGER",11,1150,3572,398,900,150,22,26,344,319,284,0.252,0.319,0.328,85,-72,-64,374,316,73,33,0.98,-21,"O",-13.8,"not a member"
"BUCK","HERZOG",13,1493,5284,705,1370,191,75,20,445,427,280,0.259,0.329,0.335,96,-18,-25,674,190,92,NA,0.954,79,"2",11.7,"not a member"
"CHARLIE","HICKMAN",12,1081,3982,478,1176,217,92,59,614,153,NA,0.295,0.33,0.44,134,128,141,633,311,NA,NA,0.968,-27,"1",9.3,"not a member"
"JIM","HICKMAN",13,1421,3974,518,1002,163,25,159,560,491,658,0.252,0.337,0.426,106,64,38,578,75,51,27,0.976,-20,"O",-5.3,"not a member"
"PINKY","HIGGINS",14,1802,6636,930,1941,375,50,140,1075,800,518,0.292,0.37,0.427,105,100,62,1065,295,98,10,0.935,-131,"3",-3.6,"not a member"
"ANDY","HIGH",13,1314,4400,618,1250,195,65,44,482,425,81,0.284,0.35,0.388,94,-47,-33,603,202,60,NA,0.956,-125,"3",-10.4,"not a member"
"MARC","HILL",14,737,1809,146,404,62,3,34,198,185,219,0.223,0.298,0.317,69,-75,-75,165,3,110,25,0.99,30,"C",-3.1,"not a member"
"BILL","HINCHMAN",10,908,3043,364,793,128,69,20,369,298,150,0.261,0.336,0.368,118,72,67,410,329,44,NA,0.954,-17,"O",1.2,"not a member"
"PAUL","HINES",16,1481,6253,1083,1881,368,84,56,751,366,277,0.301,0.343,0.413,134,239,241,970,58,NA,NA,0.887,-3,"O",17.8,"not a member"
"CHUCK","HINTON",11,1353,3968,518,1048,152,47,113,443,416,582,0.264,0.335,0.412,108,46,45,553,34,89,74,0.979,-59,"O",-5.7,"not a member"
"LARRY","HISLE",14,1197,4205,652,1146,193,32,166,674,462,707,0.273,0.35,0.452,123,129,126,671,31,101,44,0.978,13,"O",9.6,"not a member"
"MYRIL","HOAG",13,1020,3147,384,854,141,33,28,401,252,272,0.271,0.328,0.364,83,-85,-79,374,291,87,5,0.965,-67,"O",-18.5,"not a member"
"DON","HOAK",11,1263,4322,598,1144,214,44,89,498,523,475,0.265,0.347,0.396,98,4,-4,597,299,85,30,0.959,20,"3",1.2,"not a member"
"DICK","HOBLITZEL",11,1318,4706,591,1310,194,88,27,593,407,231,0.278,0.341,0.374,111,49,60,659,79,61,NA,0.987,-29,"1",-0.2,"not a member"
"GIL","HODGES",18,2071,7030,1105,1921,295,48,370,1274,943,47,0.273,0.361,0.487,119,238,200,1261,298,68,NA,0.992,34,"1",14.2,"not a member"
"RON","HODGES",12,666,1426,119,342,56,2,19,147,224,196,0.24,0.345,0.322,88,-19,-15,165,4,30,26,0.978,-9,"C",-1.4,"not a member"
"SOLLY","HOFMAN",14,1194,4072,554,1095,162,60,19,495,421,146,0.269,0.339,0.352,104,30,21,582,117,NA,NA,0.967,28,"O",1.9,"not a member"
"SHANTY","HOGAN",13,989,3180,288,939,146,12,61,474,220,168,0.295,0.348,0.406,101,-12,3,449,293,53,NA,0.985,-26,"C",3.5,"not a member"
"BILL","HOLBERT",12,623,2335,182,486,41,7,0,86,58,694,0.208,0.228,0.232,48,-135,-130,133,64,NA,NA,0.907,140,"C",3.5,"not a member"
"WALTER","HOLKE",11,1212,4456,464,1278,153,58,24,487,191,277,0.287,0.318,0.363,89,-71,-74,517,325,89,NA,0.993,7,"1",-13.6,"not a member"
"BUG","HOLLIDAY",10,928,3648,728,1134,162,71,65,617,359,190,0.311,0.376,0.448,127,140,127,728,149,NA,NA,0.935,-45,"O",3.5,"not a member"
"DUCKY","HOLMES",10,932,3601,539,1014,142,58,17,374,236,98,0.282,0.337,0.367,100,-1,-3,560,140,NA,NA,0.93,-5,"O",-6.1,"not a member"
"TOMMY","HOLMES",11,1320,4992,698,1507,292,47,88,581,480,63,0.302,0.366,0.432,122,138,145,809,239,2,NA,0.989,53,"O",13.4,"not a member"
"HARRY","HOOPER",17,2309,8785,1429,2466,389,160,75,817,1136,378,0.281,0.368,0.387,114,174,185,1349,225,25,NA,0.966,91,"O",12.6,"selected by members"
"JOHNNY","HOPP",14,1393,4260,698,1262,216,74,46,458,464,347,0.296,0.368,0.414,113,96,82,685,31,3,NA,0.985,-36,"O",-0.6,"not a member"
"BOB","HORNER",10,1020,3777,560,1047,169,8,218,685,369,461,0.277,0.344,0.499,125,151,126,621,44,48,28,0.946,-50,"3",3.8,"not a member"
"ROGERS","HORNSBY",23,2259,8173,1579,2930,541,169,301,1584,1038,578,0.358,0.434,0.577,176,844,859,2074,39,104,NA,0.965,-91,"2",79.8,"Select by writers"
"JOE","HORNUNG",12,1123,4784,788,1230,172,90,31,564,120,450,0.257,0.277,0.35,92,-56,-57,524,63,NA,NA,0.922,49,"O",-3.3,"not a member"
"WILLIE","HORTON",18,2028,7298,873,1993,284,40,325,1163,620,84,0.273,0.335,0.457,119,194,171,1077,108,75,10,0.972,-23,"O",7.9,"not a member"
"FRANK","HOUSE",10,653,1994,202,494,64,11,47,235,151,113,0.248,0.304,0.362,80,-59,-60,210,293,110,13,0.988,-10,"C",-5,"not a member"
"ELSTON","HOWARD",14,1605,5363,619,1471,218,50,167,762,373,637,0.274,0.325,0.427,108,34,47,718,335,37,27,0.993,-9,"C",6.8,"not a member"
"FRANK","HOWARD",16,1895,6488,864,1774,245,35,382,1119,782,112,0.273,0.355,0.499,143,324,344,1110,323,131,22,0.975,-60,"O",19.9,"not a member"
"ART","HOWE",11,891,2626,268,682,139,23,43,293,275,261,0.26,0.332,0.379,103,-11,10,330,4,4,22,0.965,38,"3",5.4,"not a member"
"ROY","HOWELL",11,1112,3791,422,991,183,31,80,454,318,575,0.261,0.322,0.389,97,-16,-16,470,335,37,27,0.944,-35,"3",-6.8,"not a member"
"DUMMY","HOY",14,1796,7112,1426,2044,248,121,40,726,1004,189,0.287,0.385,0.373,111,151,140,1300,292,NA,NA,0.915,2,"O",4.1,"not a member"
"GLENN","HUBBARD",12,1354,4441,545,1084,214,22,70,448,539,551,0.244,0.33,0.349,85,-59,-85,530,212,72,4,0.983,229,"2",20,"not a member"
"MILLER","HUGGINS",13,1586,5558,948,1474,146,50,9,318,1003,285,0.265,0.381,0.314,107,117,107,811,198,23,NA,0.956,77,"2",18.2,"not a member"
"JOHN","HUMMEL",12,1161,3906,421,991,128,84,29,394,346,244,0.254,0.316,0.352,103,-11,6,473,22,3,NA,0.963,-39,"2",-5.7,"not a member"
"RANDY","HUNDLEY",14,1061,3442,311,813,118,13,82,381,271,498,0.236,0.294,0.35,76,-87,-114,346,24,44,28,0.99,1,"C",-7,"not a member"
"RON","HUNT",12,1483,5235,745,1429,223,23,39,370,555,350,0.273,0.369,0.347,104,56,58,711,301,94,7,0.976,-126,"2",1.2,"not a member"
"CLINT","HURDLE",10,515,1391,162,360,81,12,32,193,176,236,0.259,0.345,0.403,106,14,12,199,3,99,22,0.965,-20,"O",-2.8,"not a member"
"TOM","HUTTON",12,952,1655,196,410,63,7,22,186,234,99,0.248,0.341,0.334,87,-18,-22,190,54,56,29,0.995,16,"1",-4.2,"not a member"
"DANE","IORG",10,743,1647,149,455,103,11,14,216,107,158,0.276,0.321,0.378,92,-17,-19,190,268,110,22,0.977,-33,"O",-7.3,"not a member"
"ARTHUR","IRWIN",13,1010,3871,552,934,141,45,5,396,309,347,0.241,0.299,0.305,82,-68,-83,394,340,NA,NA,0.881,49,"S",0,"not a member"
"CHARLIE","IRWIN",10,989,3679,555,981,144,46,16,488,286,386,0.267,0.329,0.344,82,-77,-97,501,87,NA,NA,0.921,-32,"3",-10.3,"not a member"
"FRANK","ISBELL",10,1119,4219,501,1056,158,62,13,455,190,NA,0.25,0.289,0.326,89,-78,-61,502,153,NA,NA,0.986,12,"1",-6,"not a member"
"MIKE","IVIE",11,857,2694,309,724,133,17,81,411,214,367,0.269,0.326,0.421,112,13,32,366,126,41,22,0.993,-27,"1",-3.4,"not a member"
"FRED","JACKLITSCH",13,490,1344,160,327,64,12,5,153,201,5,0.243,0.347,0.32,97,4,3,169,212,NA,NA,0.978,-13,"C",2.8,"not a member"
"JOE","JACKSON",13,1332,4981,873,1772,307,168,54,785,519,132,0.356,0.423,0.517,169,452,440,1146,111,101,NA,0.962,22,"O",38.2,"not a member"
"RANDY","JACKSON",10,955,3203,412,835,115,44,103,415,281,350,0.261,0.322,0.421,94,-24,-32,422,218,41,NA,0.955,18,"3",-2.3,"not a member"
"REGGIE","JACKSON",21,2820,9864,1551,2584,463,49,563,1702,1375,234,0.262,0.358,0.49,140,466,503,1772,133,19,2,0.967,8,"O",42.7,"Select by writers"
"SONNY","JACKSON",12,936,3055,396,767,81,28,7,162,250,240,0.251,0.31,0.303,73,-102,-105,301,29,90,70,0.949,-94,"S",-14.8,"not a member"
"RON","JACKSON",10,926,2986,356,774,165,22,56,342,213,302,0.259,0.316,0.385,94,-27,-29,355,135,62,30,0.993,14,"1",-5.8,"not a member"
"TRAVIS","JACKSON",15,1656,6086,833,1768,291,86,135,929,412,498,0.291,0.337,0.433,102,-5,8,883,310,30,NA,0.952,104,"S",24,"selected by members"
"BABY-DOLL","JACOBSON",11,1472,5507,787,1714,328,94,83,819,355,376,0.311,0.357,0.45,111,91,69,886,330,93,NA,0.973,28,"O",-1.1,"not a member"
"BROOK","JACOBY",11,1311,4520,535,1220,204,24,120,545,439,627,0.27,0.337,0.405,103,23,21,605,64,60,3,0.958,-71,"3",-7.9,"not a member"
"CHARLIE","JAMIESON",18,1779,6560,1062,1990,322,80,18,552,748,316,0.303,0.378,0.385,101,43,32,980,36,11,NA,0.967,19,"O",-9,"not a member"
"HAL","JANVRIN",10,759,2221,250,515,68,18,6,210,171,179,0.232,0.292,0.287,70,-87,-85,205,322,79,NA,0.907,-110,"S",-20.3,"not a member"
"JULIAN","JAVIER",13,1622,5722,722,1469,216,55,78,506,314,650,0.257,0.298,0.355,78,-149,-182,597,39,103,52,0.972,-68,"2",-13.1,"not a member"
"HAL","JEFFCOAT",12,918,1963,249,487,95,18,26,188,114,263,0.248,0.291,0.355,73,-79,-78,200,266,110,NA,0.978,0,"O",-9,"not a member"
"HUGHIE","JENNINGS",17,1285,4904,994,1527,232,88,18,840,347,55,0.311,0.39,0.406,119,150,143,985,217,NA,NA,0.922,151,"S",27.4,"selected by members"
"JACKIE","JENSEN",11,1438,5236,810,1463,259,45,199,929,750,486,0.279,0.372,0.46,119,184,151,900,47,94,34,0.977,28,"O",12.3,"not a member"
"ALEX","JOHNSON",13,1322,4623,550,1331,180,33,78,525,244,542,0.288,0.329,0.392,105,23,24,563,18,103,25,0.953,-16,"O",-4.9,"not a member"
"CLIFF","JOHNSON",15,1369,3945,539,1016,188,10,196,699,568,602,0.258,0.358,0.459,125,135,139,667,335,23,26,0.993,-34,"D",9.5,"not a member"
"DAVEY","JOHNSON",13,1435,4797,564,1252,242,18,136,609,559,575,0.261,0.343,0.404,110,80,70,673,202,60,26,0.98,10,"2",15.8,"not a member"
"DERON","JOHNSON",16,1765,5941,706,1447,247,33,245,923,585,85,0.244,0.313,0.42,103,22,10,772,15,48,29,0.993,-68,"1",-14.6,"not a member"
"ERNIE","JOHNSON",10,813,2619,372,697,91,36,19,256,181,124,0.266,0.317,0.35,82,-72,-70,315,19,79,NA,0.944,31,"S",0.4,"not a member"
"INDIAN-BOB","JOHNSON",13,1863,6920,1239,2051,396,95,288,1283,1075,668,0.296,0.393,0.506,139,366,381,1418,344,104,3,0.952,79,"O",35.1,"not a member"
"BOB","JOHNSON",11,874,2307,254,628,88,11,44,230,156,266,0.272,0.321,0.377,95,-21,-19,269,142,23,32,0.968,-26,"S",-2.6,"not a member"
"ROY","JOHNSON",10,1155,4359,717,1292,275,83,58,556,489,348,0.296,0.369,0.437,107,55,45,715,39,122,NA,0.938,22,"O",0.1,"not a member"
"JIMMY","JOHNSTON",13,1377,5070,754,1493,185,75,22,410,391,222,0.294,0.347,0.374,100,9,8,676,74,125,NA,0.926,10,"3",3,"not a member"
"DOC","JOHNSTON",11,1055,3774,478,992,154,68,14,381,264,267,0.263,0.319,0.351,88,-51,-65,457,43,85,NA,0.989,-37,"1",-14.5,"not a member"
"JAY","JOHNSTONE",20,1748,4703,578,1254,215,38,102,531,429,545,0.267,0.331,0.394,103,15,14,618,269,93,10,0.979,-14,"O",-7.6,"not a member"
"CHARLEY","JONES",11,881,3687,728,1101,170,98,56,219,237,71,0.299,0.347,0.443,152,208,212,589,97,NA,NA,0.882,51,"O",21.4,"not a member"
"CLEON","JONES",13,1213,4263,565,1196,183,33,93,524,360,591,0.281,0.342,0.404,111,53,57,589,337,86,13,0.978,-17,"O",-2.1,"not a member"
"DAVY","JONES",14,1089,3772,643,1020,98,40,9,289,478,134,0.27,0.356,0.325,103,39,34,526,116,NA,NA,0.962,18,"O",0.6,"not a member"
"FIELDER","JONES",15,1788,6747,1180,1920,206,75,21,631,817,118,0.285,0.368,0.347,112,120,142,1059,217,NA,NA,0.964,24,"O",5.6,"not a member"
"MACK","JONES",10,1002,3091,485,778,132,31,133,415,383,623,0.252,0.349,0.444,120,87,87,492,301,78,26,0.976,-56,"O",-1.6,"not a member"
"RUPPERT","JONES",12,1331,4415,643,1103,215,38,147,579,534,653,0.25,0.332,0.416,106,27,37,614,47,126,29,0.986,34,"O",2.2,"not a member"
"WILLIE","JONES",15,1691,5826,786,1502,252,33,190,812,755,483,0.258,0.345,0.41,102,10,20,845,239,44,NA,0.963,-55,"3",-4.8,"not a member"
"EDDIE","JOOST",17,1574,5606,874,1339,238,35,134,601,1043,656,0.239,0.361,0.366,99,25,19,842,295,68,NA,0.958,-20,"S",8.3,"not a member"
"BUCK","JORDAN",10,811,2980,396,890,153,35,17,281,182,35,0.299,0.34,0.391,106,-6,18,397,108,2,NA,0.99,-12,"1",-5.7,"not a member"
"ART","JORGENS",11,307,738,79,176,31,5,4,89,85,607,0.238,0.317,0.31,66,-41,-35,78,183,65,2,0.978,18,"C",-0.6,"not a member"
"MIKE","JORGENSEN",17,1633,3421,429,833,132,13,95,426,532,516,0.243,0.349,0.373,100,19,12,470,288,82,30,0.994,36,"1",-1.8,"not a member"
"VON","JOSHUA",10,822,2234,277,610,87,31,30,184,108,308,0.273,0.307,0.38,91,-33,-33,250,281,78,29,0.975,-2,"O",-6.6,"not a member"
"JOE","JUDGE",20,2171,7898,1184,2352,433,159,71,1034,965,435,0.298,0.378,0.42,115,157,179,1304,120,134,NA,0.993,13,"1",5.8,"not a member"
"BILLY","JURGES",17,1816,6253,721,1613,245,55,43,656,568,475,0.258,0.325,0.335,82,-140,-147,686,218,NA,NA,0.964,140,"S",10.6,"not a member"
"MIKE","KAHOE",11,410,1309,103,278,43,14,4,105,39,2,0.212,0.237,0.276,52,-83,-78,98,118,NA,NA,0.968,17,"C",-2.3,"not a member"
"AL","KALINE",22,2834,10116,1622,3007,498,75,399,1583,1277,15,0.297,0.379,0.48,134,513,481,1846,41,105,44,0.986,103,"O",46.4,"Select by writers"
"WILLIE","KAMM",13,1693,5851,802,1643,348,85,29,826,824,370,0.281,0.372,0.384,97,-12,-7,881,28,125,5,0.967,65,"3",13.8,"not a member"
"EDDIE","KASKO",10,1077,3546,411,935,146,13,22,261,265,324,0.264,0.318,0.331,76,-108,-113,370,189,68,30,0.971,-9,"S",-8.6,"not a member"
"WILLIE","KEELER",19,2123,8591,1719,2932,241,145,33,810,524,331,0.341,0.387,0.415,126,345,300,1685,267,NA,NA,0.96,-30,"O",11.5,"Select by writers"
"JIM","KEENAN",10,523,1873,254,452,61,36,22,152,177,41,0.241,0.314,0.348,101,7,3,229,243,NA,NA,0.935,14,"C",4,"not a member"
"GEORGE","KELL",15,1795,6702,881,2054,385,50,78,870,621,261,0.306,0.368,0.414,111,118,106,1038,272,73,27,0.969,-29,"3",6.4,"selected by members"
"MICK","KELLEHER",11,622,1081,108,230,32,6,0,65,74,87,0.213,0.268,0.253,43,-77,-86,72,335,4,22,0.976,128,"S",6.5,"not a member"
"CHARLIE","KELLER",13,1170,3790,725,1085,166,72,189,760,784,451,0.286,0.41,0.518,152,287,291,883,255,58,1,0.98,-4,"O",23.3,"not a member"
"JOE","KELLEY",17,1853,7006,1421,2220,358,194,65,1194,911,136,0.317,0.401,0.451,133,382,340,1533,254,NA,NA,0.955,20,"O",21.9,"selected by members"
"GEORGE","KELLY",16,1622,5993,819,1778,337,76,148,1020,386,586,0.297,0.342,0.452,110,53,68,918,301,81,NA,0.992,51,"1",2.5,"selected by members"
"PAT","KELLY",15,1385,4338,620,1147,189,35,76,418,588,629,0.264,0.356,0.377,107,54,54,604,151,22,59,0.978,-15,"O",0,"not a member"
"KING","KELLY",16,1455,5894,1357,1813,359,102,69,950,549,383,0.308,0.368,0.438,137,321,268,1135,222,NA,NA,0.82,1,"O",27,"selected by members"
"KEN","KELTNER",13,1526,5683,737,1570,308,69,163,852,514,437,0.276,0.338,0.441,113,46,74,843,234,70,29,0.965,36,"3",11.4,"not a member"
"STEVE","KEMP",11,1168,4058,581,1128,179,25,130,634,576,528,0.278,0.37,0.431,119,126,118,658,234,59,22,0.982,10,"O",8.7,"not a member"
"FRED","KENDALL",12,877,2576,170,603,86,11,31,244,189,216,0.234,0.288,0.312,72,-114,-96,225,268,88,13,0.987,-71,"C",-14.9,"not a member"
"JOHN","KENNEDY",12,856,2110,237,475,77,17,32,185,142,421,0.225,0.282,0.323,70,-84,-85,193,44,4,13,0.953,26,"3",-4.1,"not a member"
"BOB","KENNEDY",16,1483,4624,514,1176,196,41,63,514,364,405,0.254,0.31,0.355,80,-153,-139,495,255,89,10,0.978,-55,"O",-23.6,"not a member"
"TERRY","KENNEDY",14,1491,4979,474,1313,244,12,113,628,365,671,0.264,0.316,0.386,97,-47,-31,588,293,40,28,0.985,-99,"C",-7.3,"not a member"
"MARTY","KEOUGH",11,841,1796,256,434,71,23,43,176,164,291,0.242,0.311,0.379,86,-31,-36,220,158,51,25,0.984,-3,"O",-7,"not a member"
"DON","KESSINGER",16,2078,7651,899,1931,254,80,14,527,684,624,0.252,0.316,0.312,72,-225,-283,769,5,127,15,0.966,61,"S",-2.4,"not a member"
"HARMON","KILLEBREW",22,2435,8147,1283,2086,290,24,573,1584,1559,144,0.256,0.379,0.509,142,532,500,1609,97,48,26,0.992,-123,"1",28.7,"Select by writers"
"BILL","KILLEFER",13,1035,3150,237,751,86,21,4,240,113,74,0.238,0.273,0.283,63,-141,-150,255,234,121,NA,0.976,137,"C",6.9,"not a member"
"RALPH","KINER",10,1472,5205,971,1451,216,39,369,1015,1011,617,0.279,0.398,0.548,148,391,373,1201,126,53,NA,0.974,-2,"O",29.9,"Select by writers"
"JIM","KING",11,1125,2918,374,699,112,19,117,401,363,366,0.24,0.328,0.411,104,11,15,406,135,121,44,0.984,13,"O",-0.7,"not a member"
"DAVE","KINGMAN",16,1941,6677,901,1575,240,25,442,1210,608,160,0.236,0.305,0.478,115,91,100,955,329,87,25,0.957,-34,"O",0.4,"not a member"
"TOM","KINSLOW",10,380,1414,186,376,40,29,12,222,67,698,0.266,0.301,0.361,83,-42,-37,168,86,NA,NA,0.923,-7,"C",-1,"not a member"
"ED","KIRKPATRICK",16,1311,3467,411,824,143,18,85,424,456,465,0.238,0.33,0.363,97,-13,-11,424,207,76,6,0.989,-30,"O",-7.8,"not a member"
"RON","KITTLE",10,843,2708,356,648,100,3,176,460,236,614,0.239,0.309,0.473,110,35,28,392,64,41,26,0.974,-17,"O",-0.8,"not a member"
"MALACHI","KITTRIDGE",16,1215,4027,375,882,108,31,17,390,314,139,0.219,0.277,0.274,57,-220,-231,350,299,NA,NA,0.961,49,"C",-6.3,"not a member"
"BILLY","KLAUS",11,821,2513,357,626,106,15,40,250,331,259,0.249,0.337,0.351,82,-45,-62,320,44,110,32,0.955,-24,"S",-5,"not a member"
"CHUCK","KLEIN",17,1753,6486,1168,2076,398,74,300,1201,601,466,0.32,0.379,0.543,135,375,330,1378,322,NA,NA,0.962,16,"O",24.6,"selected by members"
"LOU","KLIMCHOCK",12,318,669,64,155,21,3,13,69,31,596,0.232,0.267,0.33,63,-33,-35,63,2,3,2,0.906,-30,"3",-6.7,"not a member"
"JOHNNY","KLING",13,1260,4241,474,1151,181,61,20,513,281,48,0.271,0.318,0.357,100,-4,-10,540,27,NA,NA,0.971,4,"C",11.9,"not a member"
"TED","KLUSZEWSKI",15,1718,5929,848,1766,290,29,279,1028,492,336,0.298,0.354,0.498,122,190,175,1036,108,4,NA,0.993,-82,"1",2.4,"not a member"
"OTTO","KNABE",11,1278,4469,572,1103,178,48,8,365,485,173,0.247,0.325,0.313,86,-56,-73,529,47,NA,NA,0.957,64,"2",-2.3,"not a member"
